Unnamed: 0,onset,trial_type,duration
1,0.5166125133655151,cue_a,0.5
2,1.016612513365515,delay,1.5
3,2.516612513365515,stim_ay,1.0
6,5.375086388853845,cue_b,0.5
7,5.875086388853845,delay,4.5
8,10.375086388853845,stim_by,1.0
11,12.428329042413308,cue_a,0.5
12,12.928329042413308,delay,4.5
13,17.42832904241331,stim_ax,1.0
16,19.810891138108605,cue_b,0.5
17,20.310891138108605,delay,3.0
18,23.310891138108605,stim_bx,1.0
21,25.711976249793626,cue_a,0.5
22,26.211976249793626,delay,4.5
23,30.711976249793626,stim_ay,1.0
26,33.78872941098786,cue_b,0.5
27,34.28872941098786,delay,4.5
28,38.78872941098786,stim_bx,1.0
31,40.889288052316985,cue_b,0.5
32,41.389288052316985,delay,3.0
33,44.389288052316985,stim_by,1.0
36,47.28707031610422,cue_b,0.5
37,47.78707031610422,delay,1.5
38,49.28707031610422,stim_by,1.0
41,51.411326374925274,cue_b,0.5
42,51.911326374925274,delay,3.0
43,54.911326374925274,stim_by,1.0
46,56.93395713605936,cue_a,0.5
47,57.43395713605936,delay,3.0
48,60.43395713605936,stim_ax,1.0
51,62.54376762953284,cue_b,0.5
52,63.04376762953284,delay,1.5
53,64.54376762953284,stim_by,1.0
56,67.78171616985858,cue_a,0.5
57,68.28171616985858,delay,4.5
58,72.78171616985858,stim_ax,1.0
61,74.80701898313046,cue_a,0.5
62,75.30701898313046,delay,1.5
63,76.80701898313046,stim_ax,1.0
66,78.93577761110726,cue_b,0.5
67,79.43577761110726,delay,3.0
68,82.43577761110726,stim_bx,1.0
71,84.73457706982428,cue_a,0.5
72,85.23457706982428,delay,3.0
73,88.23457706982428,stim_ax,1.0
76,90.96444607563092,cue_b,0.5
77,91.46444607563092,delay,4.5
78,95.96444607563092,stim_bx,1.0
81,98.17972891234106,cue_a,0.5
82,98.67972891234106,delay,1.5
83,100.17972891234106,stim_ax,1.0
86,102.55163633090147,cue_a,0.5
87,103.05163633090147,delay,4.5
88,107.55163633090147,stim_ay,1.0
91,110.1052778414622,cue_b,0.5
92,110.6052778414622,delay,1.5
93,112.1052778414622,stim_bx,1.0
96,114.2519093620587,cue_a,0.5
97,114.7519093620587,delay,3.0
98,117.7519093620587,stim_ax,1.0
101,119.930498661127,cue_a,0.5
102,120.430498661127,delay,1.5
103,121.930498661127,stim_ax,1.0
106,124.38295606572086,cue_b,0.5
107,124.88295606572086,delay,4.5
108,129.38295606572086,stim_bx,1.0
111,132.39127398530945,cue_a,0.5
112,132.89127398530945,delay,3.0
113,135.89127398530945,stim_ax,1.0
116,137.98782287247607,cue_a,0.5
117,138.48782287247607,delay,3.0
118,141.48782287247607,stim_ay,1.0
121,143.6967524163941,cue_b,0.5
122,144.1967524163941,delay,1.5
123,145.6967524163941,stim_by,1.0
126,148.1628171592564,cue_a,0.5
127,148.6628171592564,delay,1.5
128,150.1628171592564,stim_ax,1.0
131,152.45593124273063,cue_a,0.5
132,152.95593124273063,delay,4.5
133,157.45593124273063,stim_ax,1.0
136,159.97112719723052,cue_b,0.5
137,160.47112719723052,delay,4.5
138,164.97112719723052,stim_bx,1.0
141,167.03530820920986,cue_a,0.5
142,167.53530820920986,delay,1.5
143,169.03530820920986,stim_ax,1.0
146,171.22934063135196,cue_a,0.5
147,171.72934063135196,delay,3.0
148,174.72934063135196,stim_ay,1.0
151,176.8183847366258,cue_a,0.5
152,177.3183847366258,delay,1.5
153,178.8183847366258,stim_ax,1.0
156,181.4926220481208,cue_a,0.5
157,181.9926220481208,delay,3.0
158,184.9926220481208,stim_ax,1.0
161,187.3311593007326,cue_a,0.5
162,187.8311593007326,delay,3.0
163,190.8311593007326,stim_ax,1.0
166,192.974756975778,cue_a,0.5
167,193.474756975778,delay,3.0
168,196.474756975778,stim_ax,1.0
171,199.5044277176226,cue_a,0.5
172,200.0044277176226,delay,1.5
173,201.5044277176226,stim_ax,1.0
176,203.99167515864005,cue_b,0.5
177,204.49167515864005,delay,4.5
178,208.99167515864005,stim_by,1.0
181,211.68051742148228,cue_a,0.5
182,212.18051742148228,delay,3.0
183,215.18051742148228,stim_ay,1.0
186,217.64046017624915,cue_a,0.5
187,218.14046017624915,delay,4.5
188,222.64046017624915,stim_ax,1.0
191,226.16462625210235,cue_a,0.5
192,226.66462625210235,delay,4.5
193,231.16462625210235,stim_ay,1.0
196,233.6240462216655,cue_a,0.5
197,234.1240462216655,delay,3.0
198,237.1240462216655,stim_ax,1.0
201,239.2231371754982,cue_b,0.5
202,239.7231371754982,delay,4.5
203,244.2231371754982,stim_bx,1.0
206,246.5662622631772,cue_b,0.5
207,247.0662622631772,delay,4.5
208,251.5662622631772,stim_by,1.0
211,254.698338409957,cue_b,0.5
212,255.198338409957,delay,4.5
213,259.698338409957,stim_by,1.0
216,262.907916787037,cue_a,0.5
217,263.407916787037,delay,3.0
218,266.407916787037,stim_ay,1.0
221,268.6621316735632,cue_a,0.5
222,269.1621316735632,delay,3.0
223,272.1621316735632,stim_ay,1.0
226,274.92541699222966,cue_a,0.5
227,275.42541699222966,delay,3.0
228,278.42541699222966,stim_ax,1.0
231,280.7126602817092,cue_b,0.5
232,281.2126602817092,delay,1.5
233,282.7126602817092,stim_bx,1.0
236,284.8512336242822,cue_b,0.5
237,285.3512336242822,delay,1.5
238,286.8512336242822,stim_by,1.0
241,288.855186733945,cue_b,0.5
242,289.355186733945,delay,1.5
243,290.855186733945,stim_bx,1.0
246,292.8559223345739,cue_a,0.5
247,293.3559223345739,delay,1.5
248,294.8559223345739,stim_ay,1.0
251,302.3559223345739,break_message,4.0
254,315.9618561444091,cue_a,0.5
255,316.4618561444091,delay,3.0
256,319.4618561444091,stim_ax,1.0
259,321.8378941481006,cue_a,0.5
260,322.3378941481006,delay,3.0
261,325.3378941481006,stim_ay,1.0
264,327.5130418533231,cue_a,0.5
265,328.0130418533231,delay,1.5
266,329.5130418533231,stim_ax,1.0
269,332.2389166934176,cue_a,0.5
270,332.7389166934176,delay,1.5
271,334.2389166934176,stim_ax,1.0
274,336.7183280745239,cue_b,0.5
275,337.2183280745239,delay,4.5
276,341.7183280745239,stim_by,1.0
279,343.7271148758346,cue_a,0.5
280,344.2271148758346,delay,1.5
281,345.7271148758346,stim_ax,1.0
284,348.1363730447528,cue_b,0.5
285,348.6363730447528,delay,3.0
286,351.6363730447528,stim_bx,1.0
289,353.8430528807941,cue_a,0.5
290,354.3430528807941,delay,4.5
291,358.8430528807941,stim_ay,1.0
294,360.9760304569538,cue_b,0.5
295,361.4760304569538,delay,1.5
296,362.9760304569538,stim_bx,1.0
299,369.3213165368993,cue_b,0.5
300,369.8213165368993,delay,3.0
301,372.8213165368993,stim_by,1.0
304,375.0873799552301,cue_b,0.5
305,375.5873799552301,delay,1.5
306,377.0873799552301,stim_bx,1.0
309,379.4480007235656,cue_b,0.5
310,379.9480007235656,delay,4.5
311,384.4480007235656,stim_bx,1.0
314,387.270240776566,cue_b,0.5
315,387.770240776566,delay,4.5
316,392.270240776566,stim_by,1.0
319,394.8786743593948,cue_a,0.5
320,395.3786743593948,delay,3.0
321,398.3786743593948,stim_ax,1.0
324,401.3649815885648,cue_a,0.5
325,401.8649815885648,delay,1.5
326,403.3649815885648,stim_ay,1.0
329,405.7124823632331,cue_a,0.5
330,406.2124823632331,delay,3.0
331,409.2124823632331,stim_ay,1.0
334,411.78266525659166,cue_b,0.5
335,412.28266525659166,delay,3.0
336,415.28266525659166,stim_bx,1.0
339,418.1947972505229,cue_a,0.5
340,418.6947972505229,delay,1.5
341,420.1947972505229,stim_ax,1.0
344,422.3406676263811,cue_a,0.5
345,422.8406676263811,delay,4.5
346,427.3406676263811,stim_ay,1.0
349,430.2508478221308,cue_b,0.5
350,430.7508478221308,delay,4.5
351,435.2508478221308,stim_bx,1.0
354,437.35071039258935,cue_a,0.5
355,437.85071039258935,delay,3.0
356,440.85071039258935,stim_ax,1.0
359,443.57455406077054,cue_b,0.5
360,444.07455406077054,delay,3.0
361,447.07455406077054,stim_by,1.0
364,449.984638960122,cue_a,0.5
365,450.484638960122,delay,3.0
366,453.484638960122,stim_ay,1.0
369,455.7810518984024,cue_a,0.5
370,456.2810518984024,delay,3.0
371,459.2810518984024,stim_ax,1.0
374,461.4391019892668,cue_a,0.5
375,461.9391019892668,delay,1.5
376,463.4391019892668,stim_ax,1.0
379,465.4418551694396,cue_a,0.5
380,465.9418551694396,delay,1.5
381,467.4418551694396,stim_ay,1.0
384,470.0321955043535,cue_b,0.5
385,470.5321955043535,delay,3.0
386,473.5321955043535,stim_by,1.0
389,477.04707378462456,cue_a,0.5
390,477.54707378462456,delay,1.5
391,479.04707378462456,stim_ax,1.0
394,481.3711768464937,cue_b,0.5
395,481.8711768464937,delay,4.5
396,486.3711768464937,stim_by,1.0
399,488.42173562253834,cue_a,0.5
400,488.92173562253834,delay,4.5
401,493.42173562253834,stim_ax,1.0
404,495.44308735415336,cue_a,0.5
405,495.94308735415336,delay,3.0
406,498.94308735415336,stim_ay,1.0
409,501.28661732250566,cue_b,0.5
410,501.78661732250566,delay,3.0
411,504.78661732250566,stim_bx,1.0
414,508.03718748232126,cue_b,0.5
415,508.53718748232126,delay,1.5
416,510.03718748232126,stim_bx,1.0
419,512.4912054696465,cue_a,0.5
420,512.9912054696465,delay,4.5
421,517.4912054696465,stim_ax,1.0
424,520.2307687934866,cue_b,0.5
425,520.7307687934866,delay,1.5
426,522.2307687934866,stim_by,1.0
429,524.4681775338412,cue_a,0.5
430,524.9681775338412,delay,3.0
431,527.9681775338412,stim_ax,1.0
434,529.9870135988972,cue_a,0.5
435,530.4870135988972,delay,1.5
436,531.9870135988972,stim_ax,1.0
439,533.9998183119078,cue_b,0.5
440,534.4998183119078,delay,4.5
441,538.9998183119078,stim_by,1.0
444,541.5544588589338,cue_a,0.5
445,542.0544588589338,delay,4.5
446,546.5544588589338,stim_ay,1.0
449,549.4791791406051,cue_b,0.5
450,549.9791791406051,delay,4.5
451,554.4791791406051,stim_by,1.0
454,556.5306940557217,cue_b,0.5
455,557.0306940557217,delay,4.5
456,561.5306940557217,stim_bx,1.0
459,563.7102216362961,cue_a,0.5
460,564.2102216362961,delay,1.5
461,565.7102216362961,stim_ax,1.0
464,568.2030146412886,cue_a,0.5
465,568.7030146412886,delay,4.5
466,573.2030146412886,stim_ax,1.0
469,576.1193086996216,cue_b,0.5
470,576.6193086996216,delay,1.5
471,578.1193086996216,stim_bx,1.0
474,580.1545582486808,cue_a,0.5
475,580.6545582486808,delay,4.5
476,585.1545582486808,stim_ax,1.0
479,589.5798960233834,cue_a,0.5
480,590.0798960233834,delay,3.0
481,593.0798960233834,stim_ax,1.0
484,595.293081439029,cue_b,0.5
485,595.793081439029,delay,1.5
486,597.293081439029,stim_by,1.0
489,599.9945482032037,cue_a,0.5
490,600.4945482032037,delay,4.5
491,604.9945482032037,stim_ay,1.0
494,607.3745219249876,cue_a,0.5
495,607.8745219249876,delay,3.0
496,610.8745219249876,stim_ax,1.0
499,612.9706818010444,cue_a,0.5
500,613.4706818010444,delay,3.0
501,616.4706818010444,stim_ax,1.0
504,623.9706818010444,break_message,4.0
507,634.534160789458,cue_b,0.5
508,635.034160789458,delay,3.0
509,638.034160789458,stim_bx,1.0
512,640.4140172755485,cue_b,0.5
513,640.9140172755485,delay,4.5
514,645.4140172755485,stim_by,1.0
517,647.4633909322757,cue_a,0.5
518,647.9633909322757,delay,4.5
519,652.4633909322757,stim_ay,1.0
522,654.9962820658935,cue_a,0.5
523,655.4962820658935,delay,4.5
524,659.9962820658935,stim_ax,1.0
527,662.9432750492706,cue_a,0.5
528,663.4432750492706,delay,1.5
529,664.9432750492706,stim_ax,1.0
532,666.9708943232599,cue_b,0.5
533,667.4708943232599,delay,1.5
534,668.9708943232599,stim_bx,1.0
537,671.213117683386,cue_a,0.5
538,671.713117683386,delay,1.5
539,673.213117683386,stim_ax,1.0
542,675.3156409527683,cue_a,0.5
543,675.8156409527683,delay,4.5
544,680.3156409527683,stim_ay,1.0
547,683.3254970959476,cue_a,0.5
548,683.8254970959476,delay,3.0
549,686.8254970959476,stim_ax,1.0
552,688.9859555237723,cue_a,0.5
553,689.4859555237723,delay,3.0
554,692.4859555237723,stim_ax,1.0
557,695.3893526558038,cue_a,0.5
558,695.8893526558038,delay,4.5
559,700.3893526558038,stim_ax,1.0
562,702.9977306455446,cue_b,0.5
563,703.4977306455446,delay,1.5
564,704.9977306455446,stim_by,1.0
567,707.2049293764318,cue_b,0.5
568,707.7049293764318,delay,1.5
569,709.2049293764318,stim_by,1.0
572,711.2468594350215,cue_a,0.5
573,711.7468594350215,delay,1.5
574,713.2468594350215,stim_ax,1.0
577,715.5188513874974,cue_a,0.5
578,716.0188513874974,delay,1.5
579,717.5188513874974,stim_ax,1.0
582,719.5450835833324,cue_a,0.5
583,720.0450835833324,delay,4.5
584,724.5450835833324,stim_ax,1.0
587,726.5624181707462,cue_a,0.5
588,727.0624181707462,delay,3.0
589,730.0624181707462,stim_ax,1.0
592,732.3209579451724,cue_b,0.5
593,732.8209579451724,delay,1.5
594,734.3209579451724,stim_bx,1.0
597,736.6678930886351,cue_b,0.5
598,737.1678930886351,delay,3.0
599,740.1678930886351,stim_by,1.0
602,742.6416975820581,cue_a,0.5
603,743.1416975820581,delay,4.5
604,747.6416975820581,stim_ay,1.0
607,750.079833094679,cue_b,0.5
608,750.579833094679,delay,1.5
609,752.079833094679,stim_bx,1.0
612,754.8131815470238,cue_b,0.5
613,755.3131815470238,delay,4.5
614,759.8131815470238,stim_by,1.0
617,761.8300744327385,cue_a,0.5
618,762.3300744327385,delay,3.0
619,765.3300744327385,stim_ay,1.0
622,767.4878930518902,cue_a,0.5
623,767.9878930518902,delay,3.0
624,770.9878930518902,stim_ay,1.0
627,773.9746841814836,cue_a,0.5
628,774.4746841814836,delay,1.5
629,775.9746841814836,stim_ay,1.0
632,778.0188579387575,cue_a,0.5
633,778.5188579387575,delay,4.5
634,783.0188579387575,stim_ax,1.0
637,785.0693966797306,cue_b,0.5
638,785.5693966797306,delay,1.5
639,787.0693966797306,stim_by,1.0
642,789.3283022384858,cue_b,0.5
643,789.8283022384858,delay,3.0
644,792.8283022384858,stim_by,1.0
647,795.4116939633626,cue_a,0.5
648,795.9116939633626,delay,3.0
649,798.9116939633626,stim_ax,1.0
652,801.5836904039865,cue_b,0.5
653,802.0836904039865,delay,3.0
654,805.0836904039865,stim_bx,1.0
657,807.2925615242369,cue_a,0.5
658,807.7925615242369,delay,4.5
659,812.2925615242369,stim_ax,1.0
662,814.5206962626734,cue_b,0.5
663,815.0206962626734,delay,1.5
664,816.5206962626734,stim_bx,1.0
667,819.2216877931062,cue_b,0.5
668,819.7216877931062,delay,4.5
669,824.2216877931062,stim_by,1.0
672,826.4333159378842,cue_a,0.5
673,826.9333159378842,delay,3.0
674,829.9333159378842,stim_ay,1.0
677,831.9791545600852,cue_a,0.5
678,832.4791545600852,delay,1.5
679,833.9791545600852,stim_ax,1.0
682,837.1017764146194,cue_a,0.5
683,837.6017764146194,delay,3.0
684,840.6017764146194,stim_ax,1.0
687,843.7547721080282,cue_a,0.5
688,844.2547721080282,delay,4.5
689,848.7547721080282,stim_ax,1.0
692,851.6148429312725,cue_a,0.5
693,852.1148429312725,delay,4.5
694,856.6148429312725,stim_ax,1.0
697,859.1338473572484,cue_b,0.5
698,859.6338473572484,delay,3.0
699,862.6338473572484,stim_by,1.0
702,865.0148400956488,cue_a,0.5
703,865.5148400956488,delay,3.0
704,868.5148400956488,stim_ay,1.0
707,870.7068728296849,cue_a,0.5
708,871.2068728296849,delay,1.5
709,872.7068728296849,stim_ay,1.0
712,874.7479389210387,cue_a,0.5
713,875.2479389210387,delay,3.0
714,878.2479389210387,stim_ay,1.0
717,880.5417809053044,cue_a,0.5
718,881.0417809053044,delay,3.0
719,884.0417809053044,stim_ax,1.0
722,886.2290005476052,cue_a,0.5
723,886.7290005476052,delay,3.0
724,889.7290005476052,stim_ax,1.0
727,892.5347511398926,cue_b,0.5
728,893.0347511398926,delay,4.5
729,897.5347511398926,stim_bx,1.0
732,899.6408808353012,cue_b,0.5
733,900.1408808353012,delay,4.5
734,904.6408808353012,stim_bx,1.0
737,907.1042026750604,cue_a,0.5
738,907.6042026750604,delay,1.5
739,909.1042026750604,stim_ax,1.0
742,912.3566754298756,cue_b,0.5
743,912.8566754298756,delay,3.0
744,915.8566754298756,stim_bx,1.0
747,918.0080125265256,cue_b,0.5
748,918.5080125265256,delay,1.5
749,920.0080125265256,stim_bx,1.0
752,922.3536261766428,cue_b,0.5
753,922.8536261766428,delay,4.5
754,927.3536261766428,stim_by,1.0
757,934.8536261766428,break_message,4.0
