,onset,trial_type,duration
1,0.9399703795514158,con_low,1.5
4,4.029607486275656,con_high,1.5
7,7.6898978083119625,feat_high,1.5
10,10.236425603994627,feat_high,1.5
13,13.048515826369293,feat_high,1.5
16,15.89468720881156,con_high,1.5
19,18.611837217580245,feat_high,1.5
22,21.136742890190792,con_low,1.5
25,24.37485215043307,feat_low,1.5
28,26.983107001061274,feat_low,1.5
31,29.652986145729184,con_low,1.5
34,32.3212323991588,con_low,1.5
37,34.85459172530661,feat_high,1.5
40,37.76762665759432,feat_high,1.5
43,40.29494349339128,con_high,1.5
46,43.246930154551656,con_high,1.5
49,46.366621537687706,con_high,1.5
52,48.95271706669555,con_high,1.5
55,51.696064550364376,con_high,1.5
58,54.826026000369644,feat_high,1.5
61,57.71817599553184,feat_high,1.5
64,60.233604281122545,con_low,1.5
67,62.911091819647545,con_low,1.5
70,65.96736545863438,feat_low,1.5
73,68.92210946189847,con_high,1.5
76,72.07527668811395,feat_low,1.5
79,74.61449847874805,feat_high,1.5
82,77.73505525449686,con_low,1.5
85,80.29572450446318,con_low,1.5
88,83.22638528266835,feat_low,1.5
91,85.74570786809075,feat_low,1.5
94,88.5600397374556,feat_high,1.5
97,91.61656628329207,feat_high,1.5
100,95.26190976791882,con_high,1.5
103,98.13214434655454,con_low,1.5
106,101.2731787814349,feat_low,1.5
109,103.90247132052495,con_high,1.5
112,106.66008301048288,feat_high,1.5
115,109.45813211439933,feat_low,1.5
118,113.82437250410061,con_high,1.5
121,116.62240184057057,con_high,1.5
124,119.28170177343344,con_low,1.5
127,123.00724768421705,con_low,1.5
130,126.5993949691714,con_low,1.5
133,130.95547248054584,con_high,1.5
136,133.9738745585342,feat_low,1.5
139,136.8023480129728,feat_low,1.5
142,139.4677109243677,feat_low,1.5
145,142.03133023586184,con_low,1.5
148,144.55705404741298,con_low,1.5
151,147.07416303519585,feat_low,1.5
154,149.97759337066228,feat_high,1.5
157,153.0180061259159,con_low,1.5
160,155.78927621709207,feat_low,1.5
163,158.6920330701555,con_high,1.5
166,161.58587458141807,con_high,1.5
169,164.27921862481543,con_high,1.5
172,166.80960444877002,feat_high,1.5
175,169.55142639689512,feat_low,1.5
178,172.1414419350092,feat_high,1.5
181,174.80356483627833,con_low,1.5
184,177.31480385505105,feat_low,1.5
187,180.37128748163406,feat_low,1.5
190,182.92030206645921,feat_high,1.5
193,190.92030206645921,break_message,4.0
196,201.48062615868866,con_low,1.5
199,204.1561673096717,con_high,1.5
202,208.05557655700918,feat_low,1.5
205,211.5409961392342,con_high,1.5
208,214.26839452364007,feat_low,1.5
211,216.82778916902458,feat_low,1.5
214,219.613804236481,feat_high,1.5
217,223.0609249286643,con_high,1.5
220,225.6158766076001,con_high,1.5
223,228.718844759088,feat_high,1.5
226,231.28625911493117,con_low,1.5
229,233.86621925560664,feat_low,1.5
232,236.78140278765557,feat_high,1.5
235,239.93526037753995,feat_low,1.5
238,242.609165204194,con_low,1.5
241,245.52641002095257,feat_low,1.5
244,248.43547833231128,feat_low,1.5
247,251.7565721496334,feat_low,1.5
250,254.69607463696784,con_low,1.5
253,258.2562768861929,con_high,1.5
256,260.78735472462785,con_low,1.5
259,264.4297753342709,feat_high,1.5
262,268.09765216988467,con_high,1.5
265,271.95662332757615,feat_high,1.5
268,274.67789268465714,con_high,1.5
271,277.19100956023374,feat_high,1.5
274,279.8084189519811,con_low,1.5
277,282.63030290463837,con_high,1.5
280,285.7495444360608,con_high,1.5
283,288.92562379548184,con_low,1.5
286,291.93147749204314,feat_low,1.5
289,294.9149066507854,feat_high,1.5
292,297.77444164121647,feat_low,1.5
295,301.00086279911653,con_high,1.5
298,304.6009461645093,con_low,1.5
301,307.3320869752279,con_high,1.5
304,309.93914082733414,con_low,1.5
307,313.8406165645077,feat_low,1.5
310,317.394512451433,con_low,1.5
313,319.9117219803945,feat_high,1.5
316,322.5682132795783,feat_low,1.5
319,325.1782620686437,con_high,1.5
322,327.7772868936929,feat_high,1.5
325,330.2989109308709,con_low,1.5
328,333.0686841924468,feat_high,1.5
331,335.719009378844,con_low,1.5
334,338.2787665582422,con_low,1.5
337,341.0656953906797,con_high,1.5
340,343.6005410648517,feat_high,1.5
343,346.407508352679,feat_low,1.5
346,349.7624948732801,feat_high,1.5
349,354.6670340458586,feat_high,1.5
352,357.2814969176874,feat_high,1.5
355,360.518190424277,con_high,1.5
358,363.41436290401884,feat_high,1.5
361,366.41023861630856,con_low,1.5
364,369.347799432475,feat_low,1.5
367,372.22980622052876,feat_high,1.5
370,374.85143695447914,con_high,1.5
373,377.3648738584747,con_low,1.5
376,380.22046812856433,feat_low,1.5
379,382.9345763062737,con_low,1.5
382,385.58875577160103,con_high,1.5
385,388.5815189945032,feat_low,1.5
388,396.5815189945032,break_message,4.0
391,407.87649436673854,con_high,1.5
394,411.5645018471682,con_low,1.5
397,414.72892720716027,con_high,1.5
400,417.83758485760586,feat_low,1.5
403,420.7301146742159,con_low,1.5
406,423.973455061617,con_low,1.5
409,427.18986329619685,con_low,1.5
412,429.7147130666688,con_low,1.5
415,432.35588731760686,feat_high,1.5
418,434.9364394888685,feat_low,1.5
421,437.4950096570468,feat_low,1.5
424,440.0600610220253,feat_low,1.5
427,442.9153001944644,con_high,1.5
430,445.9271216105286,con_high,1.5
433,448.5303123111242,feat_low,1.5
436,451.2411642336801,feat_high,1.5
439,453.81693229255546,feat_high,1.5
442,456.792323639542,feat_low,1.5
445,459.4779687530293,feat_high,1.5
448,464.1666742512652,con_high,1.5
451,466.7568652985466,con_high,1.5
454,469.4487546850434,feat_low,1.5
457,472.05789948217483,con_high,1.5
460,475.83929177719875,feat_low,1.5
463,478.8929133872616,feat_low,1.5
466,482.02763718123896,feat_low,1.5
469,484.7330831898731,con_high,1.5
472,487.82489638874983,con_low,1.5
475,490.488536697333,feat_high,1.5
478,493.13760696387607,feat_low,1.5
481,498.59307770722967,feat_high,1.5
484,501.6128025006934,con_low,1.5
487,504.65165359794213,con_high,1.5
490,507.39188477830874,con_low,1.5
493,510.13299232191093,con_low,1.5
496,512.6554289317686,feat_high,1.5
499,515.1768920866409,con_high,1.5
502,518.3055813745653,feat_low,1.5
505,521.3837047906657,con_high,1.5
508,524.5266227392455,feat_high,1.5
511,527.2858714815978,con_low,1.5
514,529.814371391245,con_low,1.5
517,532.3401727380485,con_high,1.5
520,534.9583099827208,feat_high,1.5
523,537.536496043496,feat_low,1.5
526,540.4090599910778,con_low,1.5
529,542.9721810278024,feat_high,1.5
532,545.6625023651168,con_low,1.5
535,548.7314018465974,con_high,1.5
538,551.7071304168734,con_high,1.5
541,554.7808832693596,con_low,1.5
544,558.7941641997805,feat_high,1.5
547,561.5544023660735,con_high,1.5
550,564.5335837194046,feat_high,1.5
553,567.0946883440004,feat_high,1.5
556,569.6543991083197,con_high,1.5
559,572.8610276704135,con_low,1.5
562,575.7825571526943,feat_low,1.5
565,578.631087756384,feat_high,1.5
568,581.2331179533408,feat_high,1.5
571,584.1151028325263,con_low,1.5
574,586.6211597144511,feat_low,1.5
577,589.3364712003695,feat_high,1.5
580,592.0851870492044,feat_low,1.5
583,600.0851870492044,break_message,4.0
