Unnamed: 0,onset,trial_type,duration
1,2.331696206598428,emc,14.0
9,16.33169620659843,recall,5.0
11,25.835924907995285,emc,14.0
19,39.835924907995285,recall,5.0
21,49.301015566843546,emc,14.0
29,63.301015566843546,recall,5.0
31,72.06982852699578,emc,14.0
39,86.06982852699578,recall,5.0
41,93.69937624841954,emc,14.0
49,107.69937624841954,recall,5.0
51,121.42300425504897,emc,14.0
59,135.42300425504897,recall,5.0
61,142.8174666332263,emc,14.0
69,156.8174666332263,recall,5.0
71,165.01193491771286,emc,14.0
79,179.01193491771286,recall,5.0
81,190.0119349177129,break_message,4.0
84,202.72689528395065,emc,14.0
92,216.72689528395065,recall,5.0
94,228.66683935314717,emc,14.0
102,242.66683935314717,recall,5.0
104,250.6678783904996,emc,14.0
112,264.6678783904996,recall,5.0
114,276.93157370125846,emc,14.0
122,290.93157370125846,recall,5.0
124,298.50437915232936,emc,14.0
132,312.50437915232936,recall,5.0
134,328.66924390063,emc,14.0
142,342.66924390063,recall,5.0
144,350.2609392233107,emc,14.0
152,364.2609392233107,recall,5.0
154,376.8069583269148,emc,14.0
162,390.8069583269148,recall,5.0
164,401.8069583269148,break_message,4.0
167,414.2829801569981,emc,14.0
175,428.2829801569981,recall,5.0
177,438.11009513003256,emc,14.0
185,452.11009513003256,recall,5.0
187,466.3615627111501,emc,14.0
195,480.3615627111501,recall,5.0
197,487.7034103003192,emc,14.0
205,501.7034103003192,recall,5.0
207,510.88811012549695,emc,14.0
215,524.888110125497,recall,5.0
217,533.2168774487434,emc,14.0
225,547.2168774487434,recall,5.0
227,563.8508160412417,emc,14.0
235,577.8508160412417,recall,5.0
237,584.9658849541895,emc,14.0
245,598.9658849541895,recall,5.0
247,609.9658849541895,break_message,4.0
