Unnamed: 0,onset,trial_type,duration
1,2.035310045338822,go,1.0
4,4.901748275344687,go,1.0
7,6.979244951732493,go,1.0
10,9.026739728647458,go,1.0
13,11.031824581913584,go,1.0
16,13.58864493511246,go,1.0
19,15.725912844078714,nogo,1.0
22,17.880851501429863,nogo,1.0
25,20.085245304336283,go,1.0
28,22.188324136227116,go,1.0
31,24.496059025576383,go,1.0
34,26.543103324880345,nogo,1.0
37,28.580222192595247,go,1.0
40,32.18576486417,go,1.0
43,35.099655850791265,go,1.0
46,37.74715786348766,go,1.0
49,40.107808234427345,go,1.0
52,42.51972100266312,go,1.0
55,44.526255662505385,go,1.0
58,46.70217708951573,go,1.0
61,48.72294663370532,nogo,1.0
64,51.24455433042507,go,1.0
67,53.53839813398084,go,1.0
70,55.605649354795254,go,1.0
73,57.642621368185694,go,1.0
76,61.30914895705861,go,1.0
79,63.93641100318413,go,1.0
82,66.27981855010579,go,1.0
85,68.94388630130591,go,1.0
88,71.37165383592358,go,1.0
91,73.75986207612637,go,1.0
94,76.01476075427531,go,1.0
97,78.16036761020646,go,1.0
100,80.3413480993353,go,1.0
103,82.54102792318344,go,1.0
106,86.23837621452479,go,1.0
109,88.24202367977534,nogo,1.0
112,90.68035304543538,go,1.0
115,93.18740819076258,go,1.0
118,95.67269426609565,nogo,1.0
121,98.34830631112855,go,1.0
124,101.56232700476184,nogo,1.0
127,104.06196637669134,go,1.0
130,106.31322339806616,go,1.0
133,108.37880559172964,go,1.0
136,110.54662266722978,go,1.0
139,113.41583451917424,go,1.0
142,115.54655310386325,go,1.0
145,118.00327104530348,go,1.0
148,120.21065239066763,go,1.0
151,126.02058196852636,go,1.0
154,128.07342550526442,go,1.0
157,130.2931773937904,go,1.0
160,133.00721746244415,go,1.0
163,135.50244882378632,go,1.0
166,138.18897605923107,go,1.0
169,140.21162084648856,go,1.0
172,142.38651282685794,go,1.0
175,144.62039432674058,go,1.0
178,146.8098615663576,nogo,1.0
181,148.94585593536374,go,1.0
184,151.80620620775804,nogo,1.0
187,154.19275309604447,go,1.0
190,161.69275309604447,break_message,4.0
193,172.96762643880894,go,1.0
196,175.43311918257794,go,1.0
199,178.89114777092738,go,1.0
202,181.16040933980943,go,1.0
205,183.2260771900647,go,1.0
208,185.48266206529735,nogo,1.0
211,187.73446737921364,go,1.0
214,190.4427273337171,go,1.0
217,193.9342344987772,go,1.0
220,196.15963853017504,go,1.0
223,198.45079933361072,go,1.0
226,200.87673034443443,go,1.0
229,204.01408968023011,go,1.0
232,206.05869124754628,go,1.0
235,208.1066527862528,go,1.0
238,210.26053343069697,go,1.0
241,212.4897178142077,go,1.0
244,215.19063083170792,go,1.0
247,218.09755496616577,go,1.0
250,220.1402232857385,go,1.0
253,222.67461052914305,go,1.0
256,225.47289522928287,go,1.0
259,228.15399566755983,nogo,1.0
262,230.3712747801324,go,1.0
265,232.826385128956,go,1.0
268,235.5652821131429,nogo,1.0
271,240.00044689291815,go,1.0
274,243.73965157515136,go,1.0
277,245.9372526645755,go,1.0
280,249.57255828138025,go,1.0
283,251.88325062486675,go,1.0
286,254.15566437843427,go,1.0
289,256.53431199881123,go,1.0
292,260.31716232322606,go,1.0
295,262.65064486825463,go,1.0
298,264.827061058565,go,1.0
301,266.8851629595634,go,1.0
304,270.11133526287193,go,1.0
307,272.33828036735133,go,1.0
310,274.39360455134016,go,1.0
313,276.9721054704568,go,1.0
316,280.58410671939413,go,1.0
319,282.9786532562035,go,1.0
322,285.02471555406123,nogo,1.0
325,287.310474797767,nogo,1.0
328,289.83673391216104,nogo,1.0
331,291.94741597394227,go,1.0
334,294.0266495824703,go,1.0
337,296.24044046352725,go,1.0
340,298.4800733027281,nogo,1.0
343,301.30326755584247,go,1.0
346,303.5932394237827,go,1.0
349,306.1881661890419,go,1.0
352,308.51598370991707,go,1.0
355,312.47267382983466,go,1.0
358,314.54840834152895,go,1.0
361,316.8469633561827,nogo,1.0
364,318.9224682144675,go,1.0
367,322.50805807038506,go,1.0
370,324.84444285144133,go,1.0
373,327.5374489075246,go,1.0
376,329.6199219505247,go,1.0
379,332.59680407422843,nogo,1.0
382,340.09680407422843,break_message,4.0
385,350.99305460326894,go,1.0
388,353.36351358884644,nogo,1.0
391,355.49611366224474,go,1.0
394,357.5728100506227,go,1.0
397,360.06800068257604,go,1.0
400,362.20600578672105,go,1.0
