,onset,trial_type,duration
1,0.5837638143704962,cue_a,0.5
2,1.0837638143704962,delay,3.0
3,4.083763814370496,stim_ay,1.0
6,6.485977501990375,cue_b,0.5
7,6.985977501990375,delay,4.5
8,11.485977501990375,stim_bx,1.0
11,13.545458657023909,cue_a,0.5
12,14.045458657023909,delay,3.0
13,17.045458657023907,stim_ax,1.0
16,19.404541692476165,cue_b,0.5
17,19.904541692476165,delay,1.5
18,21.404541692476165,stim_by,1.0
21,23.86565066349697,cue_a,0.5
22,24.36565066349697,delay,4.5
23,28.86565066349697,stim_ay,1.0
26,31.424680938142025,cue_b,0.5
27,31.924680938142025,delay,4.5
28,36.424680938142025,stim_by,1.0
31,38.46362600948468,cue_b,0.5
32,38.96362600948468,delay,3.0
33,41.96362600948468,stim_by,1.0
36,44.15727088414094,cue_a,0.5
37,44.65727088414094,delay,1.5
38,46.15727088414094,stim_ax,1.0
41,48.41271211783023,cue_a,0.5
42,48.91271211783023,delay,3.0
43,51.91271211783023,stim_ay,1.0
46,54.777406175411905,cue_b,0.5
47,55.277406175411905,delay,3.0
48,58.277406175411905,stim_by,1.0
51,60.902909621151764,cue_a,0.5
52,61.402909621151764,delay,3.0
53,64.40290962115176,stim_ax,1.0
56,67.01897952069443,cue_a,0.5
57,67.51897952069443,delay,1.5
58,69.01897952069443,stim_ax,1.0
61,71.0511810538948,cue_b,0.5
62,71.5511810538948,delay,3.0
63,74.5511810538948,stim_by,1.0
66,77.05099203629739,cue_b,0.5
67,77.55099203629739,delay,4.5
68,82.05099203629739,stim_by,1.0
71,84.12372588712999,cue_b,0.5
72,84.62372588712999,delay,4.5
73,89.12372588712999,stim_bx,1.0
76,92.1873663856536,cue_a,0.5
77,92.6873663856536,delay,4.5
78,97.1873663856536,stim_ay,1.0
81,99.47301071009585,cue_a,0.5
82,99.97301071009585,delay,3.0
83,102.97301071009585,stim_ax,1.0
86,105.13510247467315,cue_b,0.5
87,105.63510247467315,delay,3.0
88,108.63510247467315,stim_bx,1.0
91,111.31790629797347,cue_b,0.5
92,111.81790629797347,delay,3.0
93,114.81790629797347,stim_bx,1.0
96,117.06294930913303,cue_b,0.5
97,117.56294930913303,delay,4.5
98,122.06294930913303,stim_by,1.0
101,124.38086651664823,cue_a,0.5
102,124.88086651664823,delay,3.0
103,127.88086651664823,stim_ax,1.0
106,129.8961798222436,cue_a,0.5
107,130.3961798222436,delay,1.5
108,131.8961798222436,stim_ax,1.0
111,134.56397966659304,cue_a,0.5
112,135.06397966659304,delay,3.0
113,138.06397966659304,stim_ax,1.0
116,141.2300390715463,cue_b,0.5
117,141.7300390715463,delay,1.5
118,143.2300390715463,stim_bx,1.0
121,145.45963355859095,cue_a,0.5
122,145.95963355859095,delay,4.5
123,150.45963355859095,stim_ax,1.0
126,152.59974305899607,cue_b,0.5
127,153.09974305899607,delay,1.5
128,154.59974305899607,stim_by,1.0
131,156.76960465022586,cue_a,0.5
132,157.26960465022586,delay,1.5
133,158.76960465022586,stim_ax,1.0
136,161.16297216603388,cue_a,0.5
137,161.66297216603388,delay,4.5
138,166.16297216603388,stim_ay,1.0
141,168.2745850888493,cue_a,0.5
142,168.7745850888493,delay,4.5
143,173.2745850888493,stim_ax,1.0
146,176.11395713858104,cue_a,0.5
147,176.61395713858104,delay,3.0
148,179.61395713858104,stim_ay,1.0
151,182.02286703412216,cue_a,0.5
152,182.52286703412216,delay,3.0
153,185.52286703412216,stim_ax,1.0
156,188.33505480004956,cue_a,0.5
157,188.83505480004956,delay,4.5
158,193.33505480004956,stim_ax,1.0
161,195.79263976017893,cue_a,0.5
162,196.29263976017893,delay,1.5
163,197.79263976017893,stim_ax,1.0
166,200.06984150383505,cue_b,0.5
167,200.56984150383505,delay,4.5
168,205.06984150383505,stim_bx,1.0
171,207.1767571291252,cue_a,0.5
172,207.6767571291252,delay,1.5
173,209.1767571291252,stim_ay,1.0
176,211.22319645185084,cue_a,0.5
177,211.72319645185084,delay,3.0
178,214.72319645185084,stim_ax,1.0
181,217.04818606218168,cue_a,0.5
182,217.54818606218168,delay,1.5
183,219.04818606218168,stim_ax,1.0
186,222.92452269578686,cue_a,0.5
187,223.42452269578686,delay,4.5
188,227.92452269578686,stim_ax,1.0
191,230.03063160812712,cue_b,0.5
192,230.53063160812712,delay,1.5
193,232.03063160812712,stim_bx,1.0
196,235.20020511550453,cue_b,0.5
197,235.70020511550453,delay,4.5
198,240.20020511550453,stim_bx,1.0
201,242.22365014175287,cue_a,0.5
202,242.72365014175287,delay,1.5
203,244.22365014175287,stim_ay,1.0
206,246.2538737695867,cue_b,0.5
207,246.7538737695867,delay,1.5
208,248.2538737695867,stim_by,1.0
211,250.76480228488762,cue_a,0.5
212,251.26480228488762,delay,1.5
213,252.76480228488762,stim_ay,1.0
216,255.65269787409005,cue_a,0.5
217,256.15269787409005,delay,4.5
218,260.65269787409005,stim_ax,1.0
221,264.2227269641462,cue_b,0.5
222,264.7227269641462,delay,4.5
223,269.2227269641462,stim_bx,1.0
226,271.4237648233121,cue_b,0.5
227,271.9237648233121,delay,3.0
228,274.9237648233121,stim_by,1.0
231,277.5031714584245,cue_a,0.5
232,278.0031714584245,delay,1.5
233,279.5031714584245,stim_ax,1.0
236,281.751580151693,cue_b,0.5
237,282.251580151693,delay,1.5
238,283.751580151693,stim_bx,1.0
241,285.81995425080294,cue_a,0.5
242,286.31995425080294,delay,3.0
243,289.31995425080294,stim_ax,1.0
246,291.4971398564023,cue_a,0.5
247,291.9971398564023,delay,3.0
248,294.9971398564023,stim_ay,1.0
251,302.4971398564023,break_message,4.0
254,313.15453615813885,cue_a,0.5
255,313.65453615813885,delay,1.5
256,315.15453615813885,stim_ay,1.0
259,317.575599877152,cue_b,0.5
260,318.075599877152,delay,4.5
261,322.575599877152,stim_by,1.0
264,324.601956969725,cue_a,0.5
265,325.101956969725,delay,4.5
266,329.601956969725,stim_ay,1.0
269,331.7190849295649,cue_b,0.5
270,332.2190849295649,delay,3.0
271,335.2190849295649,stim_bx,1.0
274,337.5684309123983,cue_b,0.5
275,338.0684309123983,delay,3.0
276,341.0684309123983,stim_bx,1.0
279,343.7606967304869,cue_b,0.5
280,344.2606967304869,delay,3.0
281,347.2606967304869,stim_by,1.0
284,349.5760049742744,cue_a,0.5
285,350.0760049742744,delay,1.5
286,351.5760049742744,stim_ax,1.0
289,353.6419832042006,cue_a,0.5
290,354.1419832042006,delay,1.5
291,355.6419832042006,stim_ay,1.0
294,357.88611720721264,cue_b,0.5
295,358.38611720721264,delay,4.5
296,362.88611720721264,stim_by,1.0
299,365.08327515669373,cue_a,0.5
300,365.58327515669373,delay,4.5
301,370.08327515669373,stim_ax,1.0
304,373.492089698022,cue_a,0.5
305,373.992089698022,delay,1.5
306,375.492089698022,stim_ay,1.0
309,377.56512147190256,cue_a,0.5
310,378.06512147190256,delay,3.0
311,381.06512147190256,stim_ax,1.0
314,383.64653064610746,cue_a,0.5
315,384.14653064610746,delay,3.0
316,387.14653064610746,stim_ax,1.0
319,391.20263290183146,cue_a,0.5
320,391.70263290183146,delay,1.5
321,393.20263290183146,stim_ay,1.0
324,395.3237790752586,cue_b,0.5
325,395.8237790752586,delay,3.0
326,398.8237790752586,stim_bx,1.0
329,401.1669989982564,cue_b,0.5
330,401.6669989982564,delay,4.5
331,406.1669989982564,stim_by,1.0
334,408.8882858329941,cue_b,0.5
335,409.3882858329941,delay,1.5
336,410.8882858329941,stim_by,1.0
339,413.06161655968066,cue_b,0.5
340,413.56161655968066,delay,4.5
341,418.06161655968066,stim_bx,1.0
344,420.88416717002923,cue_a,0.5
345,421.38416717002923,delay,3.0
346,424.38416717002923,stim_ax,1.0
349,427.38676880894445,cue_a,0.5
350,427.88676880894445,delay,1.5
351,429.38676880894445,stim_ax,1.0
354,433.3009453422848,cue_a,0.5
355,433.8009453422848,delay,4.5
356,438.3009453422848,stim_ax,1.0
359,440.3555869691992,cue_b,0.5
360,440.8555869691992,delay,1.5
361,442.3555869691992,stim_bx,1.0
364,444.36870518756706,cue_a,0.5
365,444.86870518756706,delay,3.0
366,447.86870518756706,stim_ax,1.0
369,450.2803744039359,cue_a,0.5
370,450.7803744039359,delay,4.5
371,455.2803744039359,stim_ax,1.0
374,457.29397135837235,cue_a,0.5
375,457.79397135837235,delay,4.5
376,462.29397135837235,stim_ax,1.0
379,464.90563629255263,cue_a,0.5
380,465.40563629255263,delay,3.0
381,468.40563629255263,stim_ax,1.0
384,470.56549611406086,cue_a,0.5
385,471.06549611406086,delay,1.5
386,472.56549611406086,stim_ax,1.0
389,474.7325122792465,cue_b,0.5
390,475.2325122792465,delay,1.5
391,476.7325122792465,stim_bx,1.0
394,479.2105940043607,cue_a,0.5
395,479.7105940043607,delay,1.5
396,481.2105940043607,stim_ax,1.0
399,483.6750746223999,cue_b,0.5
400,484.1750746223999,delay,3.0
401,487.1750746223999,stim_by,1.0
404,490.0800525790198,cue_b,0.5
405,490.5800525790198,delay,4.5
406,495.0800525790198,stim_by,1.0
409,497.2047840291684,cue_a,0.5
410,497.7047840291684,delay,1.5
411,499.2047840291684,stim_ax,1.0
414,501.34138601902436,cue_a,0.5
415,501.84138601902436,delay,1.5
416,503.34138601902436,stim_ax,1.0
419,505.9059434710393,cue_a,0.5
420,506.4059434710393,delay,3.0
421,509.4059434710393,stim_ay,1.0
424,511.50573233550443,cue_a,0.5
425,512.0057323355045,delay,3.0
426,515.0057323355045,stim_ay,1.0
429,517.6087128898017,cue_b,0.5
430,518.1087128898017,delay,3.0
431,521.1087128898017,stim_bx,1.0
434,523.1710381686208,cue_b,0.5
435,523.6710381686208,delay,4.5
436,528.1710381686208,stim_bx,1.0
439,531.0597989554028,cue_a,0.5
440,531.5597989554028,delay,4.5
441,536.0597989554028,stim_ax,1.0
444,538.2407488827134,cue_b,0.5
445,538.7407488827134,delay,3.0
446,541.7407488827134,stim_by,1.0
449,545.8366755461243,cue_b,0.5
450,546.3366755461243,delay,4.5
451,550.8366755461243,stim_by,1.0
454,554.2486534360936,cue_a,0.5
455,554.7486534360936,delay,1.5
456,556.2486534360936,stim_ax,1.0
459,558.6088387137003,cue_b,0.5
460,559.1088387137003,delay,3.0
461,562.1088387137003,stim_by,1.0
464,564.4256528588317,cue_b,0.5
465,564.9256528588317,delay,1.5
466,566.4256528588317,stim_bx,1.0
469,568.4333316596294,cue_a,0.5
470,568.9333316596294,delay,3.0
471,571.9333316596294,stim_ax,1.0
474,574.3362999389226,cue_b,0.5
475,574.8362999389226,delay,3.0
476,577.8362999389226,stim_bx,1.0
479,580.580818058984,cue_a,0.5
480,581.080818058984,delay,1.5
481,582.580818058984,stim_ax,1.0
484,584.6799628375784,cue_a,0.5
485,585.1799628375784,delay,4.5
486,589.6799628375784,stim_ay,1.0
489,592.2288045822168,cue_a,0.5
490,592.7288045822168,delay,4.5
491,597.2288045822168,stim_ay,1.0
494,599.4145792890066,cue_a,0.5
495,599.9145792890066,delay,4.5
496,604.4145792890066,stim_ax,1.0
499,606.7488981938674,cue_a,0.5
500,607.2488981938674,delay,3.0
501,610.2488981938674,stim_ay,1.0
504,617.7488981938674,break_message,4.0
507,629.3999323017786,cue_b,0.5
508,629.8999323017786,delay,1.5
509,631.3999323017786,stim_by,1.0
512,633.4575880670601,cue_b,0.5
513,633.9575880670601,delay,4.5
514,638.4575880670601,stim_bx,1.0
517,641.1333204964284,cue_a,0.5
518,641.6333204964284,delay,1.5
519,643.1333204964284,stim_ax,1.0
522,645.6250475796688,cue_b,0.5
523,646.1250475796688,delay,3.0
524,649.1250475796688,stim_by,1.0
527,651.131050746625,cue_a,0.5
528,651.631050746625,delay,3.0
529,654.631050746625,stim_ay,1.0
532,657.502790717346,cue_a,0.5
533,658.002790717346,delay,3.0
534,661.002790717346,stim_ax,1.0
537,664.2912358545492,cue_b,0.5
538,664.7912358545492,delay,4.5
539,669.2912358545492,stim_by,1.0
542,671.8628151559782,cue_a,0.5
543,672.3628151559782,delay,3.0
544,675.3628151559782,stim_ay,1.0
547,677.950364731136,cue_b,0.5
548,678.450364731136,delay,4.5
549,682.950364731136,stim_bx,1.0
552,685.034315259686,cue_b,0.5
553,685.534315259686,delay,4.5
554,690.034315259686,stim_by,1.0
557,692.0449332908536,cue_a,0.5
558,692.5449332908536,delay,4.5
559,697.0449332908536,stim_ay,1.0
562,699.9117922860627,cue_a,0.5
563,700.4117922860627,delay,4.5
564,704.9117922860627,stim_ax,1.0
567,707.3470537651726,cue_a,0.5
568,707.8470537651726,delay,1.5
569,709.3470537651726,stim_ax,1.0
572,712.6988080170194,cue_b,0.5
573,713.1988080170194,delay,1.5
574,714.6988080170194,stim_by,1.0
577,717.2883515796377,cue_a,0.5
578,717.7883515796377,delay,3.0
579,720.7883515796377,stim_ax,1.0
582,723.4304147570186,cue_a,0.5
583,723.9304147570186,delay,3.0
584,726.9304147570186,stim_ay,1.0
587,728.9419325548758,cue_b,0.5
588,729.4419325548758,delay,1.5
589,730.9419325548758,stim_by,1.0
592,734.7536986347806,cue_b,0.5
593,735.2536986347806,delay,3.0
594,738.2536986347806,stim_bx,1.0
597,741.3471612198266,cue_b,0.5
598,741.8471612198266,delay,1.5
599,743.3471612198266,stim_by,1.0
602,747.3248628785586,cue_b,0.5
603,747.8248628785586,delay,4.5
604,752.3248628785586,stim_bx,1.0
607,754.6961510624146,cue_a,0.5
608,755.1961510624146,delay,3.0
609,758.1961510624146,stim_ax,1.0
612,760.3426224582603,cue_a,0.5
613,760.8426224582603,delay,3.0
614,763.8426224582603,stim_ay,1.0
617,766.3050784909861,cue_b,0.5
618,766.8050784909861,delay,3.0
619,769.8050784909861,stim_bx,1.0
622,771.83965711638,cue_a,0.5
623,772.33965711638,delay,1.5
624,773.83965711638,stim_ay,1.0
627,776.452674965322,cue_a,0.5
628,776.952674965322,delay,4.5
629,781.452674965322,stim_ax,1.0
632,784.8959208166501,cue_a,0.5
633,785.3959208166501,delay,4.5
634,789.8959208166501,stim_ax,1.0
637,793.1058489716197,cue_a,0.5
638,793.6058489716197,delay,1.5
639,795.1058489716197,stim_ax,1.0
642,797.6920191818488,cue_a,0.5
643,798.1920191818488,delay,4.5
644,802.6920191818488,stim_ax,1.0
647,805.0625460923904,cue_a,0.5
648,805.5625460923904,delay,3.0
649,808.5625460923904,stim_ax,1.0
652,811.0728379199428,cue_b,0.5
653,811.5728379199428,delay,4.5
654,816.0728379199428,stim_bx,1.0
657,818.9607091869897,cue_a,0.5
658,819.4607091869897,delay,3.0
659,822.4607091869897,stim_ax,1.0
662,825.1343428769061,cue_a,0.5
663,825.6343428769061,delay,1.5
664,827.1343428769061,stim_ax,1.0
667,829.5227072785356,cue_a,0.5
668,830.0227072785356,delay,3.0
669,833.0227072785356,stim_ax,1.0
672,835.0659594548878,cue_b,0.5
673,835.5659594548878,delay,1.5
674,837.0659594548878,stim_by,1.0
677,839.2974305025919,cue_b,0.5
678,839.7974305025919,delay,3.0
679,842.7974305025919,stim_bx,1.0
682,844.8106783269328,cue_a,0.5
683,845.3106783269328,delay,3.0
684,848.3106783269328,stim_ay,1.0
687,851.7004253701602,cue_a,0.5
688,852.2004253701602,delay,1.5
689,853.7004253701602,stim_ay,1.0
692,856.0871651364164,cue_b,0.5
693,856.5871651364164,delay,4.5
694,861.0871651364164,stim_bx,1.0
697,863.245841572902,cue_a,0.5
698,863.745841572902,delay,1.5
699,865.245841572902,stim_ax,1.0
702,867.4238864526162,cue_a,0.5
703,867.9238864526162,delay,3.0
704,870.9238864526162,stim_ay,1.0
707,873.5900845848848,cue_b,0.5
708,874.0900845848848,delay,1.5
709,875.5900845848848,stim_bx,1.0
712,878.09882510829,cue_a,0.5
713,878.59882510829,delay,4.5
714,883.09882510829,stim_ax,1.0
717,886.0952992999789,cue_a,0.5
718,886.5952992999789,delay,1.5
719,888.0952992999789,stim_ax,1.0
722,890.7887616165458,cue_b,0.5
723,891.2887616165458,delay,3.0
724,894.2887616165458,stim_by,1.0
727,896.4812761270587,cue_a,0.5
728,896.9812761270587,delay,4.5
729,901.4812761270587,stim_ax,1.0
732,903.5836567928951,cue_b,0.5
733,904.0836567928951,delay,1.5
734,905.5836567928951,stim_by,1.0
737,907.9773429197967,cue_b,0.5
738,908.4773429197967,delay,1.5
739,909.9773429197967,stim_bx,1.0
742,912.1328615069485,cue_a,0.5
743,912.6328615069485,delay,4.5
744,917.1328615069485,stim_ax,1.0
747,919.5939647955978,cue_a,0.5
748,920.0939647955978,delay,4.5
749,924.5939647955978,stim_ay,1.0
752,927.0138547073187,cue_a,0.5
753,927.5138547073187,delay,3.0
754,930.5138547073187,stim_ax,1.0
757,938.0138547073187,break_message,4.0
