Unnamed: 0,onset,trial_type,duration
1,0.7031951627065842,cue_cti_stim_double_cue_400,1.5
4,3.2838576556313015,cue_cti_stim_invalid_cue_400,1.5
7,6.217766494515509,cue_cti_stim_valid_cue_400,1.5
10,9.342895000726976,cue_cti_stim_double_cue_400,1.5
13,12.66737655732044,cue_cti_stim_valid_cue_400,1.5
16,16.30670748857922,cue_cti_stim_no_cue_400,1.5
19,19.056523427914808,cue_cti_stim_double_cue_400,1.5
22,21.590954064851196,cue_cti_stim_no_cue_400,1.5
25,25.395727882964415,cue_cti_stim_double_cue_400,1.5
28,28.498564899040836,cue_cti_stim_valid_cue_400,1.5
31,31.289098353256144,cue_cti_stim_valid_cue_400,1.5
34,33.93570521769339,cue_cti_stim_no_cue_400,1.5
37,36.871761677200645,cue_cti_stim_double_cue_400,1.5
40,39.72641703110268,cue_cti_stim_no_cue_400,1.5
43,42.63678930550723,cue_cti_stim_invalid_cue_400,1.5
46,46.48485244474122,cue_cti_stim_double_cue_400,1.5
49,50.23341341195149,cue_cti_stim_valid_cue_400,1.5
52,53.34683083944069,cue_cti_stim_valid_cue_400,1.5
55,55.96224216419263,cue_cti_stim_double_cue_400,1.5
58,59.36084168256209,cue_cti_stim_double_cue_400,1.5
61,62.20614033119955,cue_cti_stim_no_cue_400,1.5
64,64.95299868747347,cue_cti_stim_valid_cue_400,1.5
67,67.54774601513225,cue_cti_stim_no_cue_400,1.5
70,70.22109319966947,cue_cti_stim_valid_cue_400,1.5
73,73.42455055715494,cue_cti_stim_double_cue_400,1.5
76,76.10142101575344,cue_cti_stim_no_cue_400,1.5
79,78.78850291129952,cue_cti_stim_no_cue_400,1.5
82,81.5070258633298,cue_cti_stim_valid_cue_400,1.5
85,84.45125680625628,cue_cti_stim_valid_cue_400,1.5
88,87.0001781503797,cue_cti_stim_valid_cue_400,1.5
91,89.62378911035229,cue_cti_stim_no_cue_400,1.5
94,92.26854491452754,cue_cti_stim_no_cue_400,1.5
97,96.38914999805752,cue_cti_stim_valid_cue_400,1.5
100,98.95368790870788,cue_cti_stim_double_cue_400,1.5
103,101.4777894355849,cue_cti_stim_no_cue_400,1.5
106,104.47964945688555,cue_cti_stim_valid_cue_400,1.5
109,108.55605245803616,cue_cti_stim_no_cue_400,1.5
112,111.96205039883002,cue_cti_stim_double_cue_400,1.5
115,114.57859277183071,cue_cti_stim_double_cue_400,1.5
118,117.54922789388904,cue_cti_stim_no_cue_400,1.5
121,120.16631450986112,cue_cti_stim_invalid_cue_400,1.5
124,122.97217704996996,cue_cti_stim_no_cue_400,1.5
127,125.73602448986637,cue_cti_stim_no_cue_400,1.5
130,128.53237502861927,cue_cti_stim_no_cue_400,1.5
133,131.14539246973936,cue_cti_stim_invalid_cue_400,1.5
136,134.9680862181845,cue_cti_stim_invalid_cue_400,1.5
139,139.79340560472843,cue_cti_stim_double_cue_400,1.5
142,142.56182980275906,cue_cti_stim_no_cue_400,1.5
145,145.25879745790664,cue_cti_stim_no_cue_400,1.5
148,147.86112144966071,cue_cti_stim_invalid_cue_400,1.5
151,150.86113718612793,cue_cti_stim_valid_cue_400,1.5
154,153.65814469122736,cue_cti_stim_double_cue_400,1.5
157,156.24260358194454,cue_cti_stim_no_cue_400,1.5
160,158.75071403832462,cue_cti_stim_double_cue_400,1.5
163,161.2654485288787,cue_cti_stim_no_cue_400,1.5
166,164.19579617431808,cue_cti_stim_double_cue_400,1.5
169,166.89946736047102,cue_cti_stim_no_cue_400,1.5
172,170.69889930479468,cue_cti_stim_no_cue_400,1.5
175,173.91832571301086,cue_cti_stim_valid_cue_400,1.5
178,176.65368826731302,cue_cti_stim_valid_cue_400,1.5
181,179.56746505930565,cue_cti_stim_valid_cue_400,1.5
184,182.53481126888784,cue_cti_stim_double_cue_400,1.5
187,185.58006112647595,cue_cti_stim_double_cue_400,1.5
190,188.93626406413924,cue_cti_stim_no_cue_400,1.5
193,191.79066946483124,cue_cti_stim_valid_cue_400,1.5
196,195.57120908772168,cue_cti_stim_double_cue_400,1.5
199,198.1525043355732,cue_cti_stim_double_cue_400,1.5
202,200.69564570608463,cue_cti_stim_double_cue_400,1.5
205,203.4113007987013,cue_cti_stim_no_cue_400,1.5
208,206.2989766710963,cue_cti_stim_double_cue_400,1.5
211,209.39739447289415,cue_cti_stim_double_cue_400,1.5
214,212.5765590532521,cue_cti_stim_double_cue_400,1.5
217,220.5765590532521,break_message,4.0
220,231.24307289846192,cue_cti_stim_double_cue_400,1.5
223,233.8825717782996,cue_cti_stim_valid_cue_400,1.5
226,236.43141846867763,cue_cti_stim_no_cue_400,1.5
229,238.9579841195521,cue_cti_stim_no_cue_400,1.5
232,242.28192284555195,cue_cti_stim_valid_cue_400,1.5
235,245.2338701897077,cue_cti_stim_invalid_cue_400,1.5
238,247.9566595087857,cue_cti_stim_double_cue_400,1.5
241,250.94813555875535,cue_cti_stim_double_cue_400,1.5
244,253.60424601880183,cue_cti_stim_double_cue_400,1.5
247,256.86615431758094,cue_cti_stim_double_cue_400,1.5
250,259.8168773237343,cue_cti_stim_valid_cue_400,1.5
253,262.84464797745227,cue_cti_stim_valid_cue_400,1.5
256,265.3659114956604,cue_cti_stim_no_cue_400,1.5
259,268.7042354189347,cue_cti_stim_valid_cue_400,1.5
262,271.3228045402485,cue_cti_stim_no_cue_400,1.5
265,273.91173037496816,cue_cti_stim_no_cue_400,1.5
268,276.88686952666774,cue_cti_stim_no_cue_400,1.5
271,279.8904939362059,cue_cti_stim_double_cue_400,1.5
274,282.7854029831011,cue_cti_stim_no_cue_400,1.5
277,285.38471021751127,cue_cti_stim_double_cue_400,1.5
280,289.2519161369896,cue_cti_stim_double_cue_400,1.5
283,291.8383839555499,cue_cti_stim_double_cue_400,1.5
286,294.3579938946792,cue_cti_stim_valid_cue_400,1.5
289,297.1416626883353,cue_cti_stim_no_cue_400,1.5
292,300.99114245921993,cue_cti_stim_double_cue_400,1.5
295,303.58519253825045,cue_cti_stim_double_cue_400,1.5
298,306.1318926858835,cue_cti_stim_no_cue_400,1.5
301,308.9705462377287,cue_cti_stim_invalid_cue_400,1.5
304,311.66422332442744,cue_cti_stim_valid_cue_400,1.5
307,314.3094532507012,cue_cti_stim_double_cue_400,1.5
310,316.9279167644307,cue_cti_stim_valid_cue_400,1.5
313,319.77210131407224,cue_cti_stim_no_cue_400,1.5
316,322.9898809957839,cue_cti_stim_no_cue_400,1.5
319,325.6727963926091,cue_cti_stim_double_cue_400,1.5
322,328.4199684698353,cue_cti_stim_no_cue_400,1.5
325,331.79716296304,cue_cti_stim_no_cue_400,1.5
328,334.7884007793851,cue_cti_stim_no_cue_400,1.5
331,337.8734837518954,cue_cti_stim_valid_cue_400,1.5
334,342.6655755259076,cue_cti_stim_double_cue_400,1.5
337,345.4916951836244,cue_cti_stim_valid_cue_400,1.5
340,348.53817256971706,cue_cti_stim_no_cue_400,1.5
343,351.1338655205501,cue_cti_stim_valid_cue_400,1.5
346,353.7025690673677,cue_cti_stim_double_cue_400,1.5
349,356.48020567266843,cue_cti_stim_double_cue_400,1.5
352,359.3939715745216,cue_cti_stim_double_cue_400,1.5
355,362.4860362916024,cue_cti_stim_no_cue_400,1.5
358,365.74159261622407,cue_cti_stim_valid_cue_400,1.5
361,369.57680747054434,cue_cti_stim_valid_cue_400,1.5
364,372.38566946239735,cue_cti_stim_double_cue_400,1.5
367,375.2637285569807,cue_cti_stim_double_cue_400,1.5
370,378.1435686515297,cue_cti_stim_valid_cue_400,1.5
373,381.4540928905249,cue_cti_stim_no_cue_400,1.5
376,384.3809862465889,cue_cti_stim_no_cue_400,1.5
379,387.5133335457927,cue_cti_stim_no_cue_400,1.5
382,390.4195176170755,cue_cti_stim_double_cue_400,1.5
385,393.4937820243193,cue_cti_stim_valid_cue_400,1.5
388,397.4303778623664,cue_cti_stim_double_cue_400,1.5
391,400.1721720816789,cue_cti_stim_valid_cue_400,1.5
394,403.3553271279655,cue_cti_stim_double_cue_400,1.5
397,405.8623580545353,cue_cti_stim_no_cue_400,1.5
400,408.4488009374486,cue_cti_stim_double_cue_400,1.5
403,411.4667442594975,cue_cti_stim_no_cue_400,1.5
406,414.4794189020981,cue_cti_stim_invalid_cue_400,1.5
409,417.5808566585687,cue_cti_stim_invalid_cue_400,1.5
412,420.399540990481,cue_cti_stim_valid_cue_400,1.5
