,onset,trial_type,duration
1,0.5671438043137821,incongruent,1.0
4,2.578581066820746,incongruent,1.0
7,4.6562149045471495,incongruent,1.0
10,6.886480838563408,incongruent,1.0
13,8.950707637813258,congruent,1.0
16,11.091333612287585,congruent,1.0
19,13.358505246136668,congruent,1.0
22,16.09523868175873,congruent,1.0
25,18.283762742550017,congruent,1.0
28,21.374611400463664,incongruent,1.0
31,23.516191817809514,congruent,1.0
34,25.56126719258913,congruent,1.0
37,27.944830859498687,incongruent,1.0
40,30.063649444791125,congruent,1.0
43,32.27218149212202,congruent,1.0
46,34.28005432814255,incongruent,1.0
49,36.6479064144234,congruent,1.0
52,38.71450280322932,congruent,1.0
55,40.74096442220976,congruent,1.0
58,43.878985957239884,incongruent,1.0
61,46.130417694666825,incongruent,1.0
64,50.78658370114662,congruent,1.0
67,52.880489884073896,congruent,1.0
70,55.30233539980779,congruent,1.0
73,57.5473220502062,incongruent,1.0
76,59.65323718777843,incongruent,1.0
79,62.11330628930527,incongruent,1.0
82,64.40305879116646,incongruent,1.0
85,67.08241088284245,congruent,1.0
88,69.39677238650174,congruent,1.0
91,71.72207572381424,congruent,1.0
94,73.91717477667478,congruent,1.0
97,76.21496331708907,incongruent,1.0
100,78.98790680609432,congruent,1.0
103,81.29521251486337,incongruent,1.0
106,83.45113133149638,incongruent,1.0
109,85.78942304047914,incongruent,1.0
112,88.04399297297745,incongruent,1.0
115,90.08155605764722,incongruent,1.0
118,92.5404618694439,incongruent,1.0
121,100.0404618694439,break_message,4.0
124,111.26028031112328,congruent,1.0
127,113.75693268042366,incongruent,1.0
130,115.86250964850672,congruent,1.0
133,118.55363326699073,incongruent,1.0
136,121.04118133570628,congruent,1.0
139,125.44532548055939,congruent,1.0
142,127.63168185920772,incongruent,1.0
145,129.65702685975387,congruent,1.0
148,131.8396840345774,congruent,1.0
151,134.15305404890506,incongruent,1.0
154,136.5446975536415,congruent,1.0
157,139.52738017238286,congruent,1.0
160,142.23438010830583,incongruent,1.0
163,144.6670773900858,incongruent,1.0
166,147.893170655635,congruent,1.0
169,150.16666966179622,congruent,1.0
172,152.2894721331787,congruent,1.0
175,155.14667938850206,congruent,1.0
178,157.748653792581,congruent,1.0
181,159.80253174200033,incongruent,1.0
184,162.1356324981563,incongruent,1.0
187,166.98286793599607,incongruent,1.0
190,169.35981972148528,congruent,1.0
193,171.44937778169933,incongruent,1.0
196,174.2779616782252,incongruent,1.0
199,176.37419812218576,incongruent,1.0
202,178.79478857485603,congruent,1.0
205,181.42038434803456,incongruent,1.0
208,184.9699910201574,incongruent,1.0
211,187.0093272484813,incongruent,1.0
214,189.03238593278365,incongruent,1.0
217,191.18939466318733,incongruent,1.0
220,193.26556281292062,congruent,1.0
223,195.6717579832246,congruent,1.0
226,197.67229365559115,incongruent,1.0
229,199.79086115081455,congruent,1.0
232,202.0507357652725,congruent,1.0
235,204.9331144477273,incongruent,1.0
238,208.97254813835937,congruent,1.0
241,211.45016138997343,incongruent,1.0
244,218.95016138997343,break_message,4.0
247,229.99360780572732,incongruent,1.0
250,232.07297706816482,incongruent,1.0
253,234.3881505070547,incongruent,1.0
256,237.05990804403675,congruent,1.0
259,239.09098174491285,incongruent,1.0
262,241.13077908135443,congruent,1.0
265,244.39159985216423,congruent,1.0
268,246.85338137320932,congruent,1.0
271,249.32611932141663,incongruent,1.0
274,251.50392217061514,incongruent,1.0
277,253.6330186053171,congruent,1.0
280,256.5221089453132,congruent,1.0
283,258.7367535205231,congruent,1.0
286,261.68219900018465,incongruent,1.0
289,264.32681817935793,congruent,1.0
292,267.2730967734536,incongruent,1.0
295,269.3859407944724,incongruent,1.0
298,271.67530714072285,congruent,1.0
301,273.67826108997235,incongruent,1.0
304,276.414878587817,congruent,1.0
307,279.4706310766078,incongruent,1.0
310,282.06257182395996,congruent,1.0
313,284.13808829732403,incongruent,1.0
316,286.17796930683323,incongruent,1.0
319,288.5362092917053,congruent,1.0
322,290.7531005402178,incongruent,1.0
325,292.8515447172576,congruent,1.0
328,295.91583850998416,congruent,1.0
331,298.07613451666583,incongruent,1.0
334,300.30189752259344,incongruent,1.0
337,302.3491268684929,congruent,1.0
340,304.4615333737512,incongruent,1.0
343,306.89300258039816,congruent,1.0
346,309.0627371414025,incongruent,1.0
349,311.0824529193148,congruent,1.0
352,313.32348422978265,congruent,1.0
355,315.43689711348344,congruent,1.0
358,317.727519901239,incongruent,1.0
361,320.5104017108203,incongruent,1.0
364,322.51939296427474,congruent,1.0
367,330.01939296427474,break_message,4.0
