,onset,trial_type,duration
1,2.947298767990475,emc,14.0
9,16.947298767990475,recall,5.0
11,24.783555637684202,emc,14.0
19,38.7835556376842,recall,5.0
21,51.01263335906581,emc,14.0
29,65.0126333590658,recall,5.0
31,77.4120526439284,emc,14.0
39,91.4120526439284,recall,5.0
41,98.5804121099849,emc,14.0
49,112.5804121099849,recall,5.0
51,119.58409931434518,emc,14.0
59,133.58409931434517,recall,5.0
61,149.46383408920374,emc,14.0
69,163.46383408920374,recall,5.0
71,171.13826807144952,emc,14.0
79,185.13826807144952,recall,5.0
81,196.13826807144952,break_message,4.0
84,209.03690039662308,emc,14.0
92,223.03690039662308,recall,5.0
94,234.95090787367815,emc,14.0
102,248.95090787367815,recall,5.0
104,257.51692365529493,emc,14.0
112,271.51692365529493,recall,5.0
114,285.53609748007545,emc,14.0
122,299.53609748007545,recall,5.0
124,307.83742158975036,emc,14.0
132,321.83742158975036,recall,5.0
134,330.9738634426444,emc,14.0
142,344.9738634426444,recall,5.0
144,357.24459110128913,emc,14.0
152,371.24459110128913,recall,5.0
154,386.2623336842635,emc,14.0
162,400.2623336842635,recall,5.0
164,411.2623336842635,break_message,4.0
167,424.49511499729385,emc,14.0
175,438.49511499729385,recall,5.0
177,445.5762739583321,emc,14.0
185,459.5762739583321,recall,5.0
187,467.2439781337712,emc,14.0
195,481.2439781337712,recall,5.0
197,488.73861212657505,emc,14.0
205,502.73861212657505,recall,5.0
207,511.0354208341518,emc,14.0
215,525.0354208341519,recall,5.0
217,534.0809264652627,emc,14.0
225,548.0809264652627,recall,5.0
227,562.4031115401596,emc,14.0
235,576.4031115401596,recall,5.0
237,583.8561099849071,emc,14.0
245,597.8561099849071,recall,5.0
247,608.8561099849071,break_message,4.0
