,onset,trial_type,duration
1,2.7543934518426028,emc,14.0
9,16.754393451842603,recall,7.0
11,26.016398067057832,emc,14.0
19,40.016398067057835,recall,7.0
21,55.05236811314782,emc,14.0
29,69.05236811314782,recall,7.0
31,81.64217801416692,emc,14.0
39,95.64217801416692,recall,7.0
41,108.56104515522439,emc,14.0
49,122.56104515522439,recall,7.0
51,138.19074077388325,emc,14.0
59,152.19074077388325,recall,7.0
61,163.26210894356032,emc,14.0
69,177.26210894356032,recall,7.0
71,189.3204050107716,emc,14.0
79,203.3204050107716,recall,7.0
81,216.3204050107716,break_message,4.0
84,228.4101368431441,emc,14.0
92,242.4101368431441,recall,7.0
94,251.52583485778663,emc,14.0
102,265.52583485778666,recall,7.0
104,275.6388954079642,emc,14.0
112,289.6388954079642,recall,7.0
114,304.0199085651692,emc,14.0
122,318.0199085651692,recall,7.0
124,328.82249578477877,emc,14.0
132,342.82249578477877,recall,7.0
134,353.3777400515003,emc,14.0
142,367.3777400515003,recall,7.0
144,377.4381214280516,emc,14.0
152,391.4381214280516,recall,7.0
154,401.14027454644474,emc,14.0
162,415.14027454644474,recall,7.0
164,428.14027454644474,break_message,4.0
167,441.95857356113777,emc,14.0
175,455.95857356113777,recall,7.0
177,465.2575807128146,emc,14.0
185,479.2575807128146,recall,7.0
187,497.7397344553425,emc,14.0
195,511.7397344553425,recall,7.0
197,521.3021708970196,emc,14.0
205,535.3021708970196,recall,7.0
207,544.4194498375633,emc,14.0
215,558.4194498375633,recall,7.0
217,570.0796523333795,emc,14.0
225,584.0796523333795,recall,7.0
227,602.3839685447375,emc,14.0
235,616.3839685447375,recall,7.0
237,631.1087634326026,emc,14.0
245,645.1087634326026,recall,7.0
247,658.1087634326026,break_message,4.0
